PERMNO,date,SHRCD,EXCHCD,SICCD,TICKER,COMNAM,SHRCLS,PRC,VOL,RET,SHROUT,NUMTRD,sprtrn
14593,19920929,11,3,3573,AAPL,APPLE COMPUTER INC,,44.87500,1406167,0.002793,118586,675,0.000432
14593,19920930,11,3,3573,AAPL,APPLE COMPUTER INC,,45.12500,895607,0.005571,118586,569,0.002399
14593,19921001,11,3,3573,AAPL,APPLE COMPUTER INC,,44.25000,1121136,-0.019391,118586,657,-0.003614
14593,19921002,11,3,3573,AAPL,APPLE COMPUTER INC,,43.75000,1049024,-0.011299,118586,921,-0.013981
14593,19921005,11,3,3573,AAPL,APPLE COMPUTER INC,,43.50000,2372533,-0.005714,118586,1828,-0.007065
14593,19921006,11,3,3573,AAPL,APPLE COMPUTER INC,,44.75000,1049067,0.028736,118586,814,-0.000957
14593,19921007,11,3,3573,AAPL,APPLE COMPUTER INC,,43.75000,1013543,-0.022346,118586,655,-0.007196
14593,19921008,11,3,3573,AAPL,APPLE COMPUTER INC,,43.50000,1146965,-0.005714,118586,724,0.008658
14593,19921009,11,3,3573,AAPL,APPLE COMPUTER INC,,43.37500,526018,-0.002874,118586,476,-0.012483
14593,19921012,11,3,3573,AAPL,APPLE COMPUTER INC,,44.00000,641853,0.014409,118586,492,0.011871
14593,19921013,11,3,3573,AAPL,APPLE COMPUTER INC,,45.37500,1326961,0.031250,118586,1078,0.004565
14593,19921014,11,3,3573,AAPL,APPLE COMPUTER INC,,46.00000,880867,0.013774,118586,817,0.000171
14593,19921015,11,3,3573,AAPL,APPLE COMPUTER INC,,45.50000,675612,-0.010870,118586,618,0.000562
14593,19921016,11,3,3573,AAPL,APPLE COMPUTER INC,,49.00000,4036632,0.076923,118586,2265,0.005200
14593,19921019,11,3,3573,AAPL,APPLE COMPUTER INC,,49.00000,1755051,0.000000,118586,1390,0.007894
14593,19921020,11,3,3573,AAPL,APPLE COMPUTER INC,,49.12500,2587422,0.002551,118586,1520,0.001205
14593,19921021,11,3,3573,AAPL,APPLE COMPUTER INC,,48.50000,1023040,-0.012723,118586,815,0.000457
14593,19921022,11,3,3573,AAPL,APPLE COMPUTER INC,,48.75000,790664,0.005155,118586,703,-0.001852
14593,19921023,11,3,3573,AAPL,APPLE COMPUTER INC,,48.75000,818941,0.000000,118586,731,-0.001928
14593,19921026,11,3,3573,AAPL,APPLE COMPUTER INC,,51.50000,2242076,0.056410,118586,1896,0.009804
14593,19921027,11,3,3573,AAPL,APPLE COMPUTER INC,,51.50000,1898703,0.000000,118586,1551,0.000789
14593,19921028,11,3,3573,AAPL,APPLE COMPUTER INC,,52.25000,1756931,0.014563,118586,1305,0.003919
14593,19921029,11,3,3573,AAPL,APPLE COMPUTER INC,,53.25000,2005079,0.019139,118586,1460,0.001738
14593,19921030,11,3,3573,AAPL,APPLE COMPUTER INC,,52.50000,1162423,-0.014085,118586,902,-0.005180
14593,19921102,11,3,3573,AAPL,APPLE COMPUTER INC,,52.25000,1522549,-0.004762,118586,877,0.009721
14593,19921103,11,3,3573,AAPL,APPLE COMPUTER INC,,52.00000,1009835,-0.004785,118586,732,-0.006694
14593,19921104,11,3,3573,AAPL,APPLE COMPUTER INC,,52.50000,1270649,0.009615,118586,761,-0.006692
14593,19921105,11,3,3573,AAPL,APPLE COMPUTER INC,,55.00000,2674304,0.047619,118586,1637,0.002949
14593,19921106,11,3,3573,AAPL,APPLE COMPUTER INC,,55.75000,2365213,0.013636,118586,2224,-0.001817
14593,19921109,11,3,3573,AAPL,APPLE COMPUTER INC,,55.25000,1051812,-0.008969,118586,1153,0.002419
14593,19921110,11,3,3573,AAPL,APPLE COMPUTER INC,,56.25000,1095762,0.018100,118586,1014,0.000072
14593,19921111,11,3,3573,AAPL,APPLE COMPUTER INC,,56.75000,1259101,0.008889,118586,1504,0.008552
14593,19921112,11,3,3573,AAPL,APPLE COMPUTER INC,,56.87500,964122,0.002203,118586,947,0.001587
14593,19921113,11,3,3573,AAPL,APPLE COMPUTER INC,,56.25000,779054,-0.010989,118586,783,-0.001041
14593,19921116,11,3,3573,AAPL,APPLE COMPUTER INC,,57.37500,606690,0.020000,118586,982,-0.004143
14593,19921117,11,3,3573,AAPL,APPLE COMPUTER INC,,55.25000,1533893,-0.037037,118586,1442,-0.003352
14593,19921118,11,3,3573,AAPL,APPLE COMPUTER INC,,57.75000,2727163,0.045249,118586,1880,0.008539
14593,19921119,11,3,3573,AAPL,APPLE COMPUTER INC,,58.25000,2153941,0.008658,118586,1753,0.001797
14593,19921120,11,3,3573,AAPL,APPLE COMPUTER INC,,57.50000,1389548,-0.012876,118586,1071,0.007176
14593,19921123,11,3,3573,AAPL,APPLE COMPUTER INC,,56.75000,1467044,-0.013043,118586,1045,-0.003586
14593,19921124,11,3,3573,AAPL,APPLE COMPUTER INC,,57.50000,1403825,0.013216,118586,975,0.005810
14593,19921125,11,3,3573,AAPL,APPLE COMPUTER INC,,56.50000,1051294,-0.017391,118586,873,0.003742
14593,19921127,11,3,3573,AAPL,APPLE COMPUTER INC,,56.50000,422984,0.000000,118586,384,0.002260
14593,19921130,11,3,3573,AAPL,APPLE COMPUTER INC,,57.50000,1437038,0.019823,118586,918,0.002766
14593,19921201,11,3,3573,AAPL,APPLE COMPUTER INC,,58.25000,1175190,0.013043,118586,1069,-0.001321
14593,19921202,11,3,3573,AAPL,APPLE COMPUTER INC,,57.25000,875552,-0.017167,118586,753,-0.002066
14593,19921203,11,3,3573,AAPL,APPLE COMPUTER INC,,57.50000,1678912,0.004367,118586,807,0.000047
14593,19921204,11,3,3573,AAPL,APPLE COMPUTER INC,,56.87500,857586,-0.010870,118586,585,0.005001
14593,19921207,11,3,3573,AAPL,APPLE COMPUTER INC,,57.75000,1290126,0.015385,118586,680,0.007522
14593,19921208,11,3,3573,AAPL,APPLE COMPUTER INC,,58.12500,1758780,0.006494,118586,1010,0.003859
14593,19921209,11,3,3573,AAPL,APPLE COMPUTER INC,,57.62500,1425972,-0.008602,118586,731,-0.003066
14593,19921210,11,3,3573,AAPL,APPLE COMPUTER INC,,57.25000,1254246,-0.006508,118586,771,-0.002318
14593,19921211,11,3,3573,AAPL,APPLE COMPUTER INC,,57.50000,1073908,0.004367,118586,630,-0.002094
14593,19921214,11,3,3573,AAPL,APPLE COMPUTER INC,,57.25000,989277,-0.004348,118586,650,-0.002052
14593,19921215,11,3,3573,AAPL,APPLE COMPUTER INC,,56.37500,1633080,-0.015284,118586,970,-0.000624
14593,19921216,11,3,3573,AAPL,APPLE COMPUTER INC,,55.00000,2020676,-0.024390,118586,1244,-0.002427
14593,19921217,11,3,3573,AAPL,APPLE COMPUTER INC,,56.87500,2091211,0.034091,118586,1216,0.009061
14593,19921218,11,3,3573,AAPL,APPLE COMPUTER INC,,58.25000,2117841,0.024176,118586,1604,0.013435
14593,19921221,11,3,3573,AAPL,APPLE COMPUTER INC,,59.62500,2288522,0.023605,118586,1296,-0.001314
14593,19921222,11,3,3573,AAPL,APPLE COMPUTER INC,,60.62500,2509660,0.016771,118586,1693,-0.000885
14593,19921223,11,3,3573,AAPL,APPLE COMPUTER INC,,59.75000,1006849,-0.014433,118586,944,-0.002907
14593,19921224,11,3,3573,AAPL,APPLE COMPUTER INC,,59.00000,411519,-0.012552,117841,324,0.001686
14593,19921228,11,3,3573,AAPL,APPLE COMPUTER INC,,59.50000,630319,0.008475,117841,401,-0.001410
14593,19921229,11,3,3573,AAPL,APPLE COMPUTER INC,,59.62500,1041412,0.002101,117841,797,-0.002664
14593,19921230,11,3,3573,AAPL,APPLE COMPUTER INC,,58.75000,901105,-0.014675,117841,710,0.001918
14593,19921231,11,3,3573,AAPL,APPLE COMPUTER INC,,59.75000,825798,0.017021,117841,611,-0.007087
14593,19930104,11,3,3573,AAPL,APPLE COMPUTER INC,,58.25000,1156136,-0.025105,117841,982,-0.000757
14593,19930105,11,3,3573,AAPL,APPLE COMPUTER INC,,59.25000,1665692,0.017167,117841,980,-0.002389
14593,19930106,11,3,3573,AAPL,APPLE COMPUTER INC,,61.75000,2519134,0.042194,117841,1759,0.000414
14593,19930107,11,3,3573,AAPL,APPLE COMPUTER INC,,61.00000,2449876,-0.012146,117841,1651,-0.008722
14593,19930108,11,3,3573,AAPL,APPLE COMPUTER INC,,62.25000,2880659,0.020492,117841,1776,-0.003900
14593,19930111,11,3,3573,AAPL,APPLE COMPUTER INC,,64.12500,2451104,0.030120,117841,1756,0.004428
14593,19930112,11,3,3573,AAPL,APPLE COMPUTER INC,,61.50000,3127513,-0.040936,117841,2745,0.000209
14593,19930113,11,3,3573,AAPL,APPLE COMPUTER INC,,63.50000,1788836,0.032520,117841,1709,0.004617
14593,19930114,11,3,3573,AAPL,APPLE COMPUTER INC,,65.00000,3374333,0.023622,117841,2475,0.006720
14593,19930115,11,3,3573,AAPL,APPLE COMPUTER INC,,60.25000,8149071,-0.073077,117841,4474,0.002776
14593,19930118,11,3,3573,AAPL,APPLE COMPUTER INC,,59.50000,3002958,-0.012448,117841,2348,-0.000709
14593,19930119,11,3,3573,AAPL,APPLE COMPUTER INC,,59.75000,2451187,0.004202,117841,1476,-0.003914
14593,19930120,11,3,3573,AAPL,APPLE COMPUTER INC,,60.00000,1421263,0.004184,117841,830,-0.004045
14593,19930121,11,3,3573,AAPL,APPLE COMPUTER INC,,60.00000,1665820,0.000000,117841,1024,0.004892
14593,19930122,11,3,3573,AAPL,APPLE COMPUTER INC,,59.50000,1315013,-0.008333,117841,804,0.001424
14593,19930125,11,3,3573,AAPL,APPLE COMPUTER INC,,60.00000,1810269,0.008403,117841,960,0.008943
14593,19930126,11,3,3573,AAPL,APPLE COMPUTER INC,,60.75000,2554923,0.012500,117841,1440,-0.000136
14593,19930127,11,3,3573,AAPL,APPLE COMPUTER INC,,60.25000,2026259,-0.008230,117841,1288,-0.004182
14593,19930128,11,3,3573,AAPL,APPLE COMPUTER INC,,59.87500,1645441,-0.006224,117841,886,0.001255
14593,19930129,11,3,3573,AAPL,APPLE COMPUTER INC,,59.50000,2379236,-0.006263,117841,1214,0.000274
14593,19930201,11,3,3573,AAPL,APPLE COMPUTER INC,,61.25000,2151373,0.029412,117841,965,0.008524
14593,19930202,11,3,3573,AAPL,APPLE COMPUTER INC,,60.25000,1677782,-0.016327,117841,757,0.000090
14593,19930203,11,3,3573,AAPL,APPLE COMPUTER INC,,60.00000,2362838,-0.004149,117841,1348,0.010484
14593,19930204,11,3,3573,AAPL,APPLE COMPUTER INC,,59.50000,1862179,-0.008333,117841,1063,0.005277
14593,19930205,11,3,3573,AAPL,APPLE COMPUTER INC,,57.25000,3287211,-0.037815,117841,2041,-0.001401
14593,19930208,11,3,3573,AAPL,APPLE COMPUTER INC,,56.50000,2518661,-0.013100,117841,1521,-0.002406
14593,19930209,11,3,3573,AAPL,APPLE COMPUTER INC,,56.87500,2134884,0.006637,117841,1371,-0.005627
14593,19930210,11,3,3573,AAPL,APPLE COMPUTER INC,,55.75000,2399366,-0.019780,117841,1544,0.002021
14593,19930211,11,3,3573,AAPL,APPLE COMPUTER INC,,55.12500,1506385,-0.011211,117841,1092,0.003205
14593,19930212,11,3,3573,AAPL,APPLE COMPUTER INC,,53.87500,2463804,-0.020499,117841,1321,-0.006880
14593,19930216,11,3,3573,AAPL,APPLE COMPUTER INC,,53.00000,3646553,-0.016241,117841,1974,-0.024000
14593,19930217,11,3,3573,AAPL,APPLE COMPUTER INC,,53.87500,2233729,0.016509,117841,1529,-0.001406
14593,19930218,11,3,3573,AAPL,APPLE COMPUTER INC,,55.00000,2538576,0.020882,117841,1882,-0.003231
14593,19930219,11,3,3573,AAPL,APPLE COMPUTER INC,,55.00000,1590030,0.000000,117841,905,0.005372
14593,19930222,11,3,3573,AAPL,APPLE COMPUTER INC,,55.12500,884616,0.002273,117841,774,0.002349
14593,19930223,11,3,3573,AAPL,APPLE COMPUTER INC,,54.25000,1735816,-0.015873,117841,889,-0.001011
14593,19930224,11,3,3573,AAPL,APPLE COMPUTER INC,,53.62500,2591755,-0.011521,117841,1351,0.013960
14593,19930225,11,3,3573,AAPL,APPLE COMPUTER INC,,54.75000,1489912,0.020979,117841,875,0.003334
14593,19930226,11,3,3573,AAPL,APPLE COMPUTER INC,,53.00000,2685746,-0.031963,117841,1164,0.002351
14593,19930301,11,3,3573,AAPL,APPLE COMPUTER INC,,53.25000,1067040,0.004717,117841,717,-0.003090
14593,19930302,11,3,3573,AAPL,APPLE COMPUTER INC,,54.25000,1335903,0.018779,117841,721,0.013325
14593,19930303,11,3,3573,AAPL,APPLE COMPUTER INC,,54.62500,1811983,0.006912,117841,902,0.003036
14593,19930304,11,3,3573,AAPL,APPLE COMPUTER INC,,55.00000,1695262,0.006865,117841,888,-0.004274
14593,19930305,11,3,3573,AAPL,APPLE COMPUTER INC,,55.00000,999349,0.000000,117841,689,-0.002750
14593,19930308,11,3,3573,AAPL,APPLE COMPUTER INC,,56.50000,1582104,0.027273,117841,980,0.019278
14593,19930309,11,3,3573,AAPL,APPLE COMPUTER INC,,56.75000,1385798,0.004425,117841,1003,-0.000682
14593,19930310,11,3,3573,AAPL,APPLE COMPUTER INC,,56.75000,1185176,0.000000,117841,674,0.004247
14593,19930311,11,3,3573,AAPL,APPLE COMPUTER INC,,56.87500,1294054,0.002203,117841,743,-0.005720
14593,19930312,11,3,3573,AAPL,APPLE COMPUTER INC,,56.25000,1133115,-0.010989,117841,692,-0.008574
14593,19930315,11,3,3573,AAPL,APPLE COMPUTER INC,,57.00000,1227573,0.013333,117841,675,0.003557
14593,19930316,11,3,3573,AAPL,APPLE COMPUTER INC,,56.50000,906798,-0.008772,117841,646,-0.000133
14593,19930317,11,3,3573,AAPL,APPLE COMPUTER INC,,55.12500,1575627,-0.024336,117841,763,-0.006779
14593,19930318,11,3,3573,AAPL,APPLE COMPUTER INC,,54.50000,950056,-0.011338,117841,675,0.007986
14593,19930319,11,3,3573,AAPL,APPLE COMPUTER INC,,53.75000,1429906,-0.013761,117841,853,-0.003784
14593,19930322,11,3,3573,AAPL,APPLE COMPUTER INC,,53.25000,1478172,-0.009302,117841,881,-0.002888
14593,19930323,11,3,3573,AAPL,APPLE COMPUTER INC,,52.75000,918145,-0.009390,117841,744,-0.000267
14593,19930324,11,3,3573,AAPL,APPLE COMPUTER INC,,53.75000,1279504,0.018957,117841,787,-0.001538
14593,19930325,11,3,3573,AAPL,APPLE COMPUTER INC,,54.75000,1529860,0.018605,117841,790,0.006271
14593,19930326,11,3,3573,AAPL,APPLE COMPUTER INC,,53.25000,1359330,-0.027397,116595,948,-0.006875
14593,19930329,11,3,3573,AAPL,APPLE COMPUTER INC,,51.00000,2341210,-0.042254,116595,1958,0.006677
14593,19930330,11,3,3573,AAPL,APPLE COMPUTER INC,,52.25000,2361679,0.024510,116595,1534,0.002662
14593,19930331,11,3,3573,AAPL,APPLE COMPUTER INC,,51.50000,1994834,-0.014354,116595,982,-0.000664
14593,19930401,11,3,3573,AAPL,APPLE COMPUTER INC,,51.75000,968502,0.004854,116595,688,-0.003033
14593,19930402,11,3,3573,AAPL,APPLE COMPUTER INC,,50.12500,2269789,-0.031401,116595,1531,-0.019787
14593,19930405,11,3,3573,AAPL,APPLE COMPUTER INC,,50.00000,1334944,-0.002494,116595,951,0.002039
14593,19930406,11,3,3573,AAPL,APPLE COMPUTER INC,,48.75000,1505896,-0.025000,116595,1032,-0.002555
14593,19930407,11,3,3573,AAPL,APPLE COMPUTER INC,,50.50000,1456500,0.035897,116595,922,0.003559
14593,19930408,11,3,3573,AAPL,APPLE COMPUTER INC,,49.75000,1461289,-0.014851,116595,776,-0.002010
14593,19930412,11,3,3573,AAPL,APPLE COMPUTER INC,,50.00000,832852,0.005025,116595,661,0.014779
14593,19930413,11,3,3573,AAPL,APPLE COMPUTER INC,,48.50000,1472057,-0.030000,116595,1037,0.001896
14593,19930414,11,3,3573,AAPL,APPLE COMPUTER INC,,48.75000,1520951,0.005155,116595,1087,-0.001247
14593,19930415,11,3,3573,AAPL,APPLE COMPUTER INC,,47.25000,2107891,-0.030769,116595,1456,-0.000580
14593,19930416,11,3,3573,AAPL,APPLE COMPUTER INC,,48.12500,6192902,0.018519,116595,2186,0.001204
14593,19930419,11,3,3573,AAPL,APPLE COMPUTER INC,,48.50000,2037299,0.007792,116595,1012,-0.003297
14593,19930420,11,3,3573,AAPL,APPLE COMPUTER INC,,50.00000,2146473,0.030928,116595,1055,-0.005274
14593,19930421,11,3,3573,AAPL,APPLE COMPUTER INC,,49.62500,1834918,-0.007500,116595,1001,-0.003303
14593,19930422,11,3,3573,AAPL,APPLE COMPUTER INC,,50.00000,1409515,0.007557,116595,734,-0.009400
14593,19930423,11,3,3573,AAPL,APPLE COMPUTER INC,,49.25000,1199638,-0.015000,116595,751,-0.005530
14593,19930426,11,3,3573,AAPL,APPLE COMPUTER INC,,49.00000,919460,-0.005076,116595,604,-0.007986
14593,19930427,11,3,3573,AAPL,APPLE COMPUTER INC,,50.25000,1159585,0.025510,116595,693,0.010310
14593,19930428,11,3,3573,AAPL,APPLE COMPUTER INC,,51.37500,1479247,0.022388,116595,920,0.000023
14593,19930429,11,3,3573,AAPL,APPLE COMPUTER INC,,50.75000,737560,-0.012165,116595,533,0.001986
14593,19930430,11,3,3573,AAPL,APPLE COMPUTER INC,,51.25000,1184086,0.009852,116595,815,0.002962
14593,19930503,11,3,3573,AAPL,APPLE COMPUTER INC,,51.87500,583408,0.012195,116595,500,0.005157
14593,19930504,11,3,3573,AAPL,APPLE COMPUTER INC,,53.37500,1541098,0.028916,116595,1047,0.003594
14593,19930505,11,3,3573,AAPL,APPLE COMPUTER INC,,54.50000,2262621,0.021077,116595,1130,0.001058
14593,19930506,11,3,3573,AAPL,APPLE COMPUTER INC,,54.00000,642959,-0.009174,116595,555,-0.002835
14593,19930507,11,3,3573,AAPL,APPLE COMPUTER INC,,54.75000,731919,0.013889,116595,558,-0.002143
14593,19930510,11,3,3573,AAPL,APPLE COMPUTER INC,,55.00000,1232949,0.004566,116595,856,0.001108
14593,19930511,11,3,3573,AAPL,APPLE COMPUTER INC,,54.50000,1416297,-0.009091,116595,727,0.003523
14593,19930512,11,3,3573,AAPL,APPLE COMPUTER INC,,53.25000,941197,-0.022936,116595,616,0.000990
14593,19930513,11,3,3573,AAPL,APPLE COMPUTER INC,,55.50000,3213728,0.042254,116595,1178,-0.012522
14593,19930514,11,3,3573,AAPL,APPLE COMPUTER INC,,55.50000,1075852,0.000000,116595,748,0.000751
14593,19930517,11,3,3573,AAPL,APPLE COMPUTER INC,,55.75000,624272,0.004505,116595,583,0.001843
14593,19930518,11,3,3573,AAPL,APPLE COMPUTER INC,,55.50000,1462191,-0.004484,116595,863,-0.000114
14593,19930519,11,3,3573,AAPL,APPLE COMPUTER INC,,57.25000,1546292,0.031532,116595,1226,0.016465
14593,19930520,11,3,3573,AAPL,APPLE COMPUTER INC,,58.75000,2600515,0.026201,116595,1595,0.006748
14593,19930521,11,3,3573,AAPL,APPLE COMPUTER INC,,57.50000,1337849,-0.021277,116595,1086,-0.010542
14593,19930524,11,3,3573,AAPL,APPLE COMPUTER INC,,57.62500,1344777,0.002174,116595,905,0.004845
14593,19930525,11,3,3573,AAPL,APPLE COMPUTER INC,,56.37500,1617120,-0.021692,116595,914,0.001897
14593,19930526,11,3,3573,AAPL,APPLE COMPUTER INC,,57.75000,1087668,0.024390,116595,717,0.010226
14593,19930527,11,3,3573,AAPL,APPLE COMPUTER INC,,57.50000,1764654,-0.004329,116595,818,-0.002272
14593,19930528,11,3,3573,AAPL,APPLE COMPUTER INC,,56.62500,1645102,-0.013130,116595,667,-0.004907
14593,19930601,11,3,3573,AAPL,APPLE COMPUTER INC,,57.00000,1208838,0.006623,116595,753,0.008085
14593,19930602,11,3,3573,AAPL,APPLE COMPUTER INC,,57.00000,1793629,0.000000,116595,942,0.000044
14593,19930603,11,3,3573,AAPL,APPLE COMPUTER INC,,56.37500,1403646,-0.010965,116595,695,-0.002997
14593,19930604,11,3,3573,AAPL,APPLE COMPUTER INC,,54.87500,1910750,-0.026608,116595,998,-0.005370
14593,19930607,11,3,3573,AAPL,APPLE COMPUTER INC,,50.75000,4310333,-0.075171,116595,1956,-0.005266
14593,19930608,11,3,3573,AAPL,APPLE COMPUTER INC,,49.50000,5577851,-0.024631,116595,2737,-0.006656
14593,19930609,11,3,3573,AAPL,APPLE COMPUTER INC,,44.25000,10600157,-0.106061,116595,5597,0.002406
14593,19930610,11,3,3573,AAPL,APPLE COMPUTER INC,,44.50000,5167476,0.005650,116595,3564,-0.000897
14593,19930611,11,3,3573,AAPL,APPLE COMPUTER INC,,43.75000,2170575,-0.016854,116595,2329,0.004221
14593,19930614,11,3,3573,AAPL,APPLE COMPUTER INC,,44.62500,2232842,0.020000,116595,1684,0.001006
14593,19930615,11,3,3573,AAPL,APPLE COMPUTER INC,,42.00000,4010196,-0.058824,116595,2967,-0.003216
