PERMNO,date,SHRCD,EXCHCD,SICCD,TICKER,COMNAM,SHRCLS,PRC,VOL,RET,SHROUT,NUMTRD,sprtrn
13407,20120615,11,3,9999,FB,FACEBOOK INC,A,30.01400,43501911,0.060940,633492,107745,0.010338
13407,20120618,11,3,9999,FB,FACEBOOK INC,A,31.41000,42996714,0.046512,633492,154332,0.001445
13407,20120619,11,3,9999,FB,FACEBOOK INC,A,31.91100,31139774,0.015950,633492,106813,0.009816
13407,20120620,11,3,9999,FB,FACEBOOK INC,A,31.60000,15558636,-0.009746,633492,58189,-0.001686
13407,20120621,11,3,9999,FB,FACEBOOK INC,A,31.84000,21909882,0.007595,633492,77902,-0.022262
13407,20120622,11,3,9999,FB,FACEBOOK INC,A,33.05000,74665825,0.038002,633492,159799,0.007175
13407,20120625,11,3,9999,FB,FACEBOOK INC,A,32.06000,24322371,-0.029955,633492,82103,-0.015955
13407,20120626,11,3,9999,FB,FACEBOOK INC,A,33.10000,24836393,0.032439,633492,86364,0.004773
13407,20120627,11,3,9999,FB,FACEBOOK INC,A,32.23000,28596928,-0.026284,633492,88994,0.008985
13407,20120628,11,3,9999,FB,FACEBOOK INC,A,31.36000,17712596,-0.026993,633492,65652,-0.002110
13407,20120629,11,3,9999,FB,FACEBOOK INC,A,31.09500,19521297,-0.008450,641000,67657,0.024920
13407,20120702,11,3,9999,FB,FACEBOOK INC,A,30.77100,14158659,-0.010420,641000,51388,0.002459
13407,20120703,11,3,9999,FB,FACEBOOK INC,A,31.20000,8764100,0.013942,641000,28188,0.006232
13407,20120705,11,3,9999,FB,FACEBOOK INC,A,31.47000,10083350,0.008654,641000,38279,-0.004687
13407,20120706,11,3,9999,FB,FACEBOOK INC,A,31.73000,11183428,0.008262,641000,43933,-0.009433
13407,20120709,11,3,9999,FB,FACEBOOK INC,A,32.17000,17799293,0.013867,641000,70691,-0.001639
13407,20120710,11,3,9999,FB,FACEBOOK INC,A,31.47000,14290364,-0.021759,641000,50518,-0.008126
13407,20120711,11,3,9999,FB,FACEBOOK INC,A,30.97000,13009954,-0.015888,641000,49423,-0.000015
13407,20120712,11,3,9999,FB,FACEBOOK INC,A,30.81000,11289007,-0.005166,641000,45321,-0.004987
13407,20120713,11,3,9999,FB,FACEBOOK INC,A,30.72000,8132624,-0.002921,641000,30450,0.016497
13407,20120716,11,3,9999,FB,FACEBOOK INC,A,28.24500,24626880,-0.080566,641000,81200,-0.002314
13407,20120717,11,3,9999,FB,FACEBOOK INC,A,28.09000,30358229,-0.005488,641000,108532,0.007410
13407,20120718,11,3,9999,FB,FACEBOOK INC,A,29.11000,16781309,0.036312,641000,61187,0.006681
13407,20120719,11,3,9999,FB,FACEBOOK INC,A,29.00000,13697987,-0.003779,641000,50307,0.002717
13407,20120720,11,3,9999,FB,FACEBOOK INC,A,28.76000,11862305,-0.008276,641000,40097,-0.010062
13407,20120723,11,3,9999,FB,FACEBOOK INC,A,28.75000,12440392,-0.000348,641000,38578,-0.008909
13407,20120724,11,3,9999,FB,FACEBOOK INC,A,28.45000,11570086,-0.010435,641000,43536,-0.009041
13407,20120725,11,3,9999,FB,FACEBOOK INC,A,29.34000,17208101,0.031283,674605,57942,-0.000314
13407,20120726,11,3,9999,FB,FACEBOOK INC,A,26.84500,64769005,-0.085038,674605,225147,0.016541
13407,20120727,11,3,9999,FB,FACEBOOK INC,A,23.70500,122002988,-0.116968,674605,351116,0.019081
13407,20120730,11,3,9999,FB,FACEBOOK INC,A,23.15000,29251138,-0.023413,674605,80400,-0.000483
13407,20120731,11,3,9999,FB,FACEBOOK INC,A,21.71000,55536838,-0.062203,674605,166744,-0.004317
13407,20120801,11,3,9999,FB,FACEBOOK INC,A,20.88000,44570320,-0.038231,674605,137031,-0.003030
13407,20120802,11,3,9999,FB,FACEBOOK INC,A,20.04000,56340964,-0.040230,674605,166862,-0.007374
13407,20120803,11,3,9999,FB,FACEBOOK INC,A,21.09000,80490769,0.052395,674605,229862,0.019040
13407,20120806,11,3,9999,FB,FACEBOOK INC,A,21.92000,27720772,0.039355,674605,87849,0.002329
13407,20120807,11,3,9999,FB,FACEBOOK INC,A,20.72000,36817067,-0.054745,674605,110911,0.005107
13407,20120808,11,3,9999,FB,FACEBOOK INC,A,20.72000,29509347,0.000000,674605,77830,0.000621
13407,20120809,11,3,9999,FB,FACEBOOK INC,A,21.01000,15623167,0.013996,674605,44453,0.000414
13407,20120810,11,3,9999,FB,FACEBOOK INC,A,21.80700,25779342,0.037934,674605,72778,0.002188
13407,20120813,11,3,9999,FB,FACEBOOK INC,A,21.60000,25007255,-0.009492,674605,75692,-0.001252
13407,20120814,11,3,9999,FB,FACEBOOK INC,A,20.38000,39153127,-0.056482,674605,114571,-0.000128
13407,20120815,11,3,9999,FB,FACEBOOK INC,A,21.20000,47844841,0.040236,674605,133758,0.001140
13407,20120816,11,3,9999,FB,FACEBOOK INC,A,19.87000,156678671,-0.062736,674605,358680,0.007101
13407,20120817,11,3,9999,FB,FACEBOOK INC,A,19.05000,128697160,-0.041268,674605,246177,0.001872
13407,20120820,11,3,9999,FB,FACEBOOK INC,A,20.01100,100518692,0.050446,674605,241194,-0.000021
13407,20120821,11,3,9999,FB,FACEBOOK INC,A,19.15900,70453521,-0.042577,674605,173882,-0.003498
13407,20120822,11,3,9999,FB,FACEBOOK INC,A,19.43900,49841490,0.014614,674605,127739,0.000226
13407,20120823,11,3,9999,FB,FACEBOOK INC,A,19.44000,32796828,0.000052,674605,87941,-0.008072
13407,20120824,11,3,9999,FB,FACEBOOK INC,A,19.40900,29560005,-0.001595,674605,80190,0.006455
13407,20120827,11,3,9999,FB,FACEBOOK INC,A,19.15000,20712883,-0.013344,674605,58874,-0.000489
13407,20120828,11,3,9999,FB,FACEBOOK INC,A,19.34000,25396934,0.009922,674605,72802,-0.000808
13407,20120829,11,3,9999,FB,FACEBOOK INC,A,19.10000,16105839,-0.012410,674605,44297,0.000844
13407,20120830,11,3,9999,FB,FACEBOOK INC,A,19.08850,30541306,-0.000602,674605,83108,-0.007806
13407,20120831,11,3,9999,FB,FACEBOOK INC,A,18.05800,58644946,-0.053985,674605,149571,0.005073
13407,20120904,11,3,9999,FB,FACEBOOK INC,A,17.72900,46581390,-0.018219,674605,130825,-0.001166
13407,20120905,11,3,9999,FB,FACEBOOK INC,A,18.58000,60710322,0.048000,674605,162589,-0.001068
13407,20120906,11,3,9999,FB,FACEBOOK INC,A,18.96000,45812282,0.020452,674605,128675,0.020436
13407,20120907,11,3,9999,FB,FACEBOOK INC,A,18.98000,36148282,0.001055,674605,102168,0.004050
13407,20120910,11,3,9999,FB,FACEBOOK INC,A,18.81000,24738044,-0.008957,674605,74504,-0.006148
13407,20120911,11,3,9999,FB,FACEBOOK INC,A,19.43000,50557430,0.032961,674605,136665,0.003135
13407,20120912,11,3,9999,FB,FACEBOOK INC,A,20.93100,121462947,0.077252,674605,313891,0.002093
13407,20120913,11,3,9999,FB,FACEBOOK INC,A,20.71300,64719262,-0.010415,674605,161370,0.016310
13407,20120914,11,3,9999,FB,FACEBOOK INC,A,22.00000,72337649,0.062135,674605,176871,0.003959
13407,20120917,11,3,9999,FB,FACEBOOK INC,A,21.52000,50013816,-0.021818,674605,129368,-0.003125
13407,20120918,11,3,9999,FB,FACEBOOK INC,A,21.87000,36737799,0.016264,674605,103167,-0.001280
13407,20120919,11,3,9999,FB,FACEBOOK INC,A,23.29000,78578657,0.064929,674605,209026,0.001185
13407,20120920,11,3,9999,FB,FACEBOOK INC,A,22.59000,57144332,-0.030056,674605,155471,-0.000541
13407,20120921,11,3,9999,FB,FACEBOOK INC,A,22.86000,51173261,0.011952,674605,121237,-0.000075
