STATE,YEAR_ST_CASE,ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,HARM_EV,MAN_COLL,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER,FATALS,DRUNK_DR
48,2017480014,480014,2,0,6,209,0,2,1,2017,2,19,0,3,SR-21 CAMINO REAL HWY,,29.98380278,-97.7616,12,2,1,1,0,1,2,1,2,1
48,2017480015,480015,2,0,4,113,1730,2,1,2017,2,15,4,6,BONNIEVIEW RD,,32.67958056,-96.7658,12,7,1,1,0,1,1,1,1,1
48,2017480016,480016,2,0,7,113,1730,2,1,2017,2,18,13,6,WESTMORELAND RD,GANNON LN,32.65491389,-96.8857,12,6,2,2,0,1,3,1,1,0
48,2017480017,480017,1,1,1,167,2570,2,1,2017,2,21,35,3,SR-3005 SEAWALL BLVD,22ND ST,29.29064722,-94.7874,8,0,2,3,0,1,3,5,1,0
48,2017480018,480018,1,0,2,187,0,2,1,2017,2,17,23,8,FM 3353,,29.70991389,-97.8774,38,0,1,1,0,5,1,1,1,0
48,2017480019,480019,1,1,1,439,2450,2,1,2017,2,20,18,6,25TH ST,,32.78996667,-97.3643,8,0,1,1,0,1,3,1,1,0
48,2017480020,480020,2,0,4,469,0,2,1,2017,2,15,23,2,US-77,,28.56676389,-97.0437,12,8,1,1,0,1,1,1,1,0
48,2017480021,480021,1,1,1,91,4870,3,1,2017,3,10,54,1,I-35,,29.69024444,-98.1137,8,0,1,1,0,1,1,10,1,0
48,2017480022,480022,1,0,1,453,330,3,1,2017,3,1,55,8,SL 275,,30.35059444,-97.7093,39,0,1,1,0,5,3,1,1,0
48,2017480023,480023,2,0,2,491,0,3,1,2017,3,22,41,2,US-183,,30.6599,-97.8782,42,0,1,1,0,3,2,1,1,1
48,2017480024,480024,1,0,1,113,1730,4,1,2017,4,1,22,1,I-20 LBJ,,32.66975833,-96.9372,34,0,19,1,0,8,3,1,1,1
48,2017480025,480025,1,1,1,201,3280,4,1,2017,4,4,50,1,I-45 GULF FWY,,29.73418611,-95.3452,8,0,1,1,0,2,6,10,1,0
48,2017480027,480027,2,0,5,25,0,5,1,2017,5,16,24,8,BU 181 J,FAIRWAY RIDGE,28.45251944,-97.7701,12,1,2,3,0,1,1,10,1,0
48,2017480028,480028,2,0,2,37,6850,5,1,2017,5,13,21,7,I-369 BISHOP RD,,33.43958611,-94.0975,12,1,1,1,0,1,1,10,1,0
48,2017480030,480030,2,0,2,139,0,5,1,2017,5,14,52,8,FM 813,,32.44263333,-96.7956,12,6,8,1,0,1,1,1,1,0
48,2017480031,480031,1,0,2,139,4590,5,1,2017,5,15,1,7,I-35 E,,32.13363611,-96.9555,1,0,19,1,0,8,1,10,1,0
48,2017480032,480032,2,0,1,187,6290,5,1,2017,5,0,11,1,I-10,,29.61178889,-97.8633,14,0,1,1,0,2,3,1,1,1
48,2017480034,480034,1,0,5,439,260,5,1,2017,5,5,30,3,SR-360,,32.690675,-97.0624,25,0,19,1,0,10,3,1,1,0
48,2017480035,480035,3,0,3,85,1730,6,1,2017,6,21,48,6,DALLAS NORTH TOLLWAY,,32.98921389,-96.8289,12,7,1,1,1,1,3,10,1,1
48,2017480036,480036,2,0,2,135,5030,6,1,2017,6,10,12,8,BI-20 E,,31.84273333,-102.33,12,1,1,1,0,1,1,1,1,0
48,2017480037,480037,2,1,3,135,5030,6,1,2017,6,18,52,8,BI-20 E BI-80,,31.87973889,-102.299,8,0,1,1,0,1,3,1,1,0
48,2017480038,480038,4,0,19,29,6090,7,1,2017,7,2,49,1,I-35,,29.304675,-98.6222,12,6,1,1,0,1,2,1,1,1
48,2017480039,480039,2,0,1,29,6090,7,1,2017,7,21,47,6,KIRK PL,,29.39826111,-98.544,12,6,8,1,0,1,3,1,1,0
48,2017480040,480040,2,0,4,337,0,7,1,2017,7,12,45,2,US-82,,33.78141944,-97.7511,12,1,1,1,0,99,1,1,1,0
48,2017480041,480041,1,1,1,423,0,7,1,2017,7,20,56,3,SR-155,,32.15973056,-95.456,8,0,1,1,0,1,2,1,1,0
48,2017480042,480042,1,0,5,29,6090,8,1,2017,1,6,32,6,PECAN VALLEY DR,,29.36204722,-98.4428,46,0,1,1,0,4,3,10,1,0
48,2017480044,480044,1,1,1,201,3280,8,1,2017,1,2,25,1,I-10 EAST FWY,,29.774375,-95.3108,8,0,1,1,0,1,3,1,1,0
48,2017480045,480045,1,0,1,401,0,8,1,2017,1,0,24,3,SR-323,FM 2276,32.17530278,-94.8179,42,0,3,4,0,5,2,1,1,0
48,2017480046,480046,2,0,2,201,3280,8,1,2017,1,1,16,2,US-290,,29.83084722,-95.4809,12,1,1,1,1,1,3,10,1,1
48,2017480047,480047,1,0,1,201,3280,8,1,2017,1,9,8,6,OREM DR,,29.62542778,-95.3217,33,0,1,1,0,4,1,1,1,1
48,2017480048,480048,2,0,3,439,2450,8,1,2017,1,0,7,8,FM 1220,MENEFEE AVE,32.79686111,-97.3769,12,6,2,2,0,1,3,1,1,1
48,2017480049,480049,1,1,1,453,330,8,1,2017,1,15,31,7,US-183,RIATA TRACE PKWY,30.42669444,-97.7535,9,0,3,3,0,1,1,1,1,0
48,2017480050,480050,1,0,5,201,3280,9,1,2017,2,10,20,2,US-59,,29.81560556,-95.335,25,0,1,1,0,3,1,1,1,0
48,2017480051,480051,2,0,3,215,0,9,1,2017,2,14,21,8,FM 1925 MONTE CRISTO RD,,26.32131111,-98.0465,12,6,8,1,0,1,1,1,1,0
48,2017480052,480052,1,0,1,251,0,9,1,2017,2,18,56,8,FM 2331,,32.52556944,-97.5251,38,0,1,1,0,5,2,1,1,1
48,2017480053,480053,1,1,1,259,0,9,1,2017,2,10,15,1,I-10,,29.87726944,-98.7992,8,0,1,1,0,1,1,1,1,0
48,2017480054,480054,2,0,2,329,0,9,1,2017,2,5,48,8,BI-20,CR-1160 TODD RD,32.01626111,-102.035,12,6,2,2,0,1,2,1,1,0
48,2017480055,480055,2,0,3,15,0,10,1,2017,3,19,33,8,FM 3013,CR-LEE LANE,29.74183056,-96.1556,12,1,3,3,0,1,2,10,1,0
48,2017480056,480056,1,1,1,29,390,10,1,2017,3,6,38,8,SL 345 FREDERICKSBURG RD,,29.48675,-98.5481,8,0,1,1,0,1,3,1,1,0
48,2017480057,480057,1,1,1,201,3280,10,1,2017,3,18,3,6,CONGRESS,MILAM,29.76324722,-95.3624,8,0,3,2,0,1,3,1,1,0
48,2017480058,480058,1,1,1,215,7330,10,1,2017,3,4,16,1,I-2,,26.17280556,-97.9946,8,0,1,1,0,1,2,1,1,0
48,2017480059,480059,2,0,4,55,0,11,1,2017,4,20,29,8,FM 672,,29.90233889,-97.6508,12,2,1,1,0,1,2,1,2,0
48,2017480061,480061,2,1,2,183,4080,11,1,2017,4,6,54,2,US-80 MARSHALL AVE,,32.50735556,-94.7993,8,0,1,1,0,1,3,10,1,0
48,2017480062,480062,2,0,2,183,4080,11,1,2017,4,12,16,3,SR-300 GILMER RD,WAIN DR,32.5517,-94.7996,12,6,2,3,0,1,1,1,1,0
48,2017480063,480063,1,1,1,453,330,11,1,2017,4,6,51,1,I-35,,30.31802222,-97.7071,8,0,5,1,0,1,2,10,1,0
48,2017480064,480064,1,0,1,497,0,11,1,2017,4,6,38,3,SR-199,,33.03473056,-97.8824,1,0,1,1,0,4,2,1,1,0
48,2017480065,480065,2,0,2,29,6090,12,1,2017,5,18,10,1,I-37,,29.32618611,-98.4136,12,1,1,1,0,1,3,1,1,0
48,2017480066,480066,1,0,1,113,1730,12,1,2017,5,2,30,6,LAKE JUNE RD,,32.73450556,-96.695,24,0,1,1,0,4,3,10,1,0
48,2017480067,480067,2,0,2,139,4570,12,1,2017,5,6,18,2,US-287,,32.49478611,-97.0423,12,6,7,1,0,1,2,1,1,0
48,2017480069,480069,2,0,2,29,6090,13,1,2017,6,2,9,8,SS 421 BANDERA RD,,29.4494,-98.5447,12,6,8,1,0,1,3,10,1,1
48,2017480070,480070,1,0,1,277,5511,13,1,2017,6,23,57,2,US-271,,33.81666944,-95.5213,35,0,1,1,0,4,2,5,1,0
48,2017480071,480071,1,0,2,485,7490,13,1,2017,6,13,36,1,I-44,,33.94300556,-98.5219,21,0,19,1,1,4,1,10,2,0
48,2017480072,480072,1,1,1,41,970,14,1,2017,7,6,35,2,US-190 STATE HWY 21,,30.70719722,-96.349,8,0,1,1,1,1,6,5,1,0
48,2017480073,480073,2,0,3,113,1730,14,1,2017,7,2,22,6,DALLAS NORTH TOLLWAY,,32.8998,-96.8113,12,1,1,1,0,1,3,2,1,1
48,2017480074,480074,2,0,2,29,6090,15,1,2017,1,4,58,1,I-35,,29.51293056,-98.3973,12,2,1,1,0,1,3,1,1,1
48,2017480075,480075,1,0,1,39,3800,15,1,2017,1,5,48,3,SR-288,,29.01541667,-95.4317,59,0,1,1,0,10,2,1,1,1
48,2017480076,480076,1,0,2,223,0,16,1,2017,2,5,40,1,I-30,,33.12058889,-95.7106,35,0,1,1,0,4,2,2,1,0
48,2017480077,480077,1,0,2,143,0,17,1,2017,3,18,13,3,SR-220,,32.05991111,-97.996,35,0,1,1,0,4,2,2,1,0
48,2017480078,480078,1,1,1,201,3280,17,1,2017,3,23,26,7,SL 8 SAM HOUSTON PKWY,,29.75033333,-95.5579,8,0,1,1,0,1,3,2,1,0
48,2017480079,480079,2,0,2,209,6170,19,1,2017,5,18,34,3,SR-80 OLD RANCH ROAD 12,,29.89199167,-97.9575,12,6,8,1,0,1,2,1,1,0
48,2017480080,480080,1,0,1,53,0,20,1,2017,6,23,35,8,RM 1431,,30.62961944,-98.4094,24,0,1,1,0,4,2,1,1,1
48,2017480081,480081,1,1,1,201,3280,1,1,2017,1,12,35,6,TIDWELL RD,,29.84841111,-95.3132,8,0,1,1,0,1,1,1,1,0
48,2017480082,480082,2,0,4,121,1190,2,1,2017,2,11,45,8,FM 544 HEBRON PKWY,,33.02581667,-96.8496,12,1,1,1,0,1,1,1,1,0
48,2017480083,480083,1,0,1,285,0,2,1,2017,2,20,30,8,UA-90,,29.486125,-96.7222,11,0,1,1,0,1,2,1,1,0
48,2017480084,480084,1,0,1,309,0,3,1,2017,3,19,0,4,CR-SUTHERLAND RD,,31.67544444,-96.9664,38,0,1,1,0,4,2,1,1,1
48,2017480085,480085,2,0,3,471,0,3,1,2017,3,14,27,8,FM 1374,,30.6728,-95.5723,12,2,1,1,0,1,1,1,1,0
48,2017480086,480086,2,0,3,291,0,5,1,2017,5,18,3,2,US-59,CR-381,30.28868889,-95.123,12,1,2,3,0,1,2,2,1,0
48,2017480087,480087,3,0,4,339,0,5,1,2017,5,17,18,8,FM 1484,,30.397125,-95.3391,12,2,1,1,0,1,1,10,1,0
48,2017480088,480088,2,0,3,389,0,5,1,2017,5,19,50,3,SR-17,,31.24548889,-103.564,12,2,1,1,0,1,2,1,3,0
48,2017480089,480089,2,0,2,439,2450,5,1,2017,5,11,15,2,US-287,BONDS RANCH RD,32.93517778,-97.3715,12,6,7,1,0,1,1,10,1,0
48,2017480090,480090,2,0,4,471,0,5,1,2017,5,8,1,2,US-190,,30.72805278,-95.402,12,6,1,1,0,1,1,1,1,0
48,2017480091,480091,1,0,1,27,7031,6,1,2017,6,22,19,7,I-35,,31.22899167,-97.2913,33,0,1,1,1,4,2,1,1,1
48,2017480092,480092,1,0,4,229,0,7,1,2017,7,9,17,2,US-62,,31.74988889,-105.031,1,0,1,1,0,4,1,1,1,0
48,2017480093,480093,2,1,2,303,4140,8,1,2017,1,0,52,7,LOOP 289,,33.58218333,-101.943,8,0,1,1,0,1,3,1,1,0
48,2017480094,480094,1,1,1,329,0,8,1,2017,1,20,28,7,I-20,,32.08552222,-101.899,8,0,1,1,0,1,2,1,1,0
48,2017480095,480095,1,0,1,355,1550,8,1,2017,1,23,55,6,HORNE RD,,27.75749167,-97.4296,33,0,1,1,0,4,3,1,1,1
48,2017480096,480096,2,1,1,355,1550,9,1,2017,2,4,41,3,SR-358,,27.72523611,-97.4059,14,0,19,1,0,2,3,1,1,0
48,2017480097,480097,2,0,2,27,0,10,1,2017,3,5,30,8,FM 2484,,30.99501389,-97.5939,12,2,1,1,0,1,2,1,2,0
48,2017480098,480098,3,0,4,361,0,10,1,2017,3,12,0,1,I-10,,30.10400278,-94.0577,12,1,1,1,0,1,1,1,2,0
48,2017480099,480099,1,0,1,113,3180,11,1,2017,4,10,3,6,BEVERLY DR,,32.83231111,-96.7909,42,0,1,1,0,4,1,1,1,0
48,2017480100,480100,1,0,1,439,2450,11,1,2017,4,0,35,6,WATERCRESS DR,,32.812425,-97.4932,11,0,1,1,0,1,2,1,1,0
48,2017480101,480101,1,1,1,113,2800,12,1,2017,5,19,30,3,SR-161,JEFFERSON ST,32.740975,-97.0195,8,0,3,2,0,1,3,1,1,0
48,2017480102,480102,2,0,2,165,0,12,1,2017,5,6,47,3,SR-83,CR-103,32.94436944,-102.622,12,6,2,2,0,1,2,1,1,0
48,2017480104,480104,2,0,2,113,1730,13,1,2017,6,16,33,6,AUDELIA RD,LANSHIRE DR,32.8696,-96.718,12,6,2,2,0,1,1,10,1,0
48,2017480105,480105,3,0,8,113,1730,13,1,2017,6,23,33,8,SL 12 BUCKNER BLVD,LAKE JUNE RD,32.7343,-96.683,12,6,2,2,0,1,3,10,1,1
48,2017480106,480106,2,0,2,147,0,13,1,2017,6,8,40,3,SR-34,,33.49637778,-95.9422,12,2,1,1,0,1,1,10,2,0
48,2017480107,480107,2,0,5,185,9997,13,1,2017,6,20,34,3,SR-30,FM 244,30.5946,-96.0807,12,6,2,2,1,1,2,1,1,1
48,2017480108,480108,3,0,4,201,3280,13,1,2017,6,23,4,1,I-69 US-59 SOUTHWEST FWY,WESTPARK,29.72383889,-95.4904,12,6,2,2,0,1,3,2,1,1
48,2017480109,480109,2,0,8,201,3280,14,1,2017,7,1,29,1,I-45 NORTH FWY,,29.90452778,-95.412,12,6,1,1,0,1,3,1,1,1
48,2017480110,480110,5,0,14,201,3280,14,1,2017,7,2,35,1,I-69 US-59 SOUTHWEST FWY,,29.7248,-95.4902,12,2,1,1,0,1,3,5,2,1
48,2017480111,480111,2,0,6,215,0,14,1,2017,7,7,40,8,FM 490,CR-JESUS FLORES RD,26.43981667,-97.9896,12,6,3,4,0,1,1,5,2,0
48,2017480112,480112,1,0,1,291,0,14,1,2017,7,23,34,8,FM 2610,FM 787,30.44923056,-94.8401,59,0,3,3,0,4,2,1,1,1
48,2017480113,480113,1,1,1,303,4140,14,1,2017,7,13,25,6,VICKSBURG AVE,,33.54251111,-101.916,8,0,1,1,0,1,1,10,1,0
48,2017480114,480114,2,0,5,329,0,14,1,2017,7,6,32,3,SR-158,,31.96138889,-101.963,12,6,1,1,0,1,2,2,4,0
48,2017480115,480115,2,0,3,329,0,14,1,2017,7,13,27,3,SR-158,,31.93373056,-101.863,12,6,1,1,0,1,1,5,1,0
48,2017480117,480117,1,0,1,381,0,14,1,2017,7,5,38,4,CR-WESTERN ST,,35.05728889,-101.887,32,0,1,1,0,4,2,5,1,0
48,2017480118,480118,2,0,3,409,0,14,1,2017,7,9,20,3,SR-188,,28.03631944,-97.4648,12,2,1,1,0,1,1,10,1,0
48,2017480119,480119,1,0,4,41,0,15,1,2017,1,14,40,3,SR-47 RAMP,,30.65006944,-96.4674,23,0,5,1,0,4,1,2,1,0
48,2017480120,480120,1,1,1,113,1730,15,1,2017,1,18,41,6,SKILLMAN ST,EASTRIDGE DR,32.86293889,-96.749,8,0,3,2,0,1,3,2,1,0
48,2017480121,480121,1,0,3,257,0,15,1,2017,1,2,11,8,FM 148,,32.41735,-96.3598,11,0,1,1,0,1,2,5,2,1
48,2017480122,480122,2,0,5,369,0,15,1,2017,1,18,25,2,US-70,,34.35151944,-102.953,12,1,8,1,0,1,2,2,1,0
48,2017480123,480123,2,0,2,29,6090,16,1,2017,2,12,23,6,BABCOCK RD,,29.47293056,-98.5428,12,6,1,1,0,1,1,10,1,0
48,2017480124,480124,2,0,2,201,3280,16,1,2017,2,15,4,1,I-610 NORTH LOOP E,,29.80043889,-95.2771,12,1,1,1,0,1,1,1,1,0
48,2017480125,480125,3,1,2,201,3280,16,1,2017,2,18,30,1,I-610 SOUTH LP EAST,,29.70381111,-95.2758,8,0,1,1,0,2,3,1,1,0
48,2017480126,480126,2,0,3,217,0,16,1,2017,2,8,18,8,FM 1304,,31.87093889,-97.1571,12,2,1,1,0,1,1,10,1,0
48,2017480127,480127,1,0,1,231,0,16,1,2017,2,17,35,8,FM 751,,32.87693889,-96.0875,53,0,1,1,0,4,5,1,1,1
48,2017480128,480128,1,0,1,491,0,16,1,2017,2,16,45,4,CR-112,,30.56393889,-97.6264,52,0,1,1,0,4,9,99,1,1
48,2017480129,480129,1,0,1,149,0,17,1,2017,3,9,57,2,US-77,,29.64033056,-96.905,38,0,1,1,0,5,1,2,1,1
48,2017480130,480130,3,0,4,223,0,17,1,2017,3,14,45,3,SR-19,,33.1978,-95.5881,12,1,8,1,0,1,1,10,1,0
48,2017480131,480131,1,0,2,181,1830,18,1,2017,4,18,57,2,US-75,,33.70938056,-96.5886,58,0,1,1,0,3,3,1,1,0
48,2017480132,480132,3,1,4,201,7286,18,1,2017,4,18,55,8,FM 270 EGRET BAY BLVD,,29.54120556,-95.1019,8,0,1,1,0,1,2,1,1,0
48,2017480133,480133,2,0,2,245,490,18,1,2017,4,12,29,6,MAGNOLIA AVE,PARRY ST,30.12206111,-94.1166,12,6,2,2,0,1,1,10,1,0
48,2017480134,480134,2,0,4,401,0,18,1,2017,4,15,57,2,US-79,,32.08604722,-94.8853,14,0,1,1,1,2,1,2,2,0
48,2017480135,480135,1,1,1,141,2190,19,1,2017,5,17,59,2,US-20 SR-20,,31.76040278,-106.403,8,0,1,1,0,1,1,1,1,0
48,2017480136,480136,2,1,2,439,2450,19,1,2017,5,22,48,1,I-20,,32.68377778,-97.4223,8,0,1,1,0,1,2,1,1,0
48,2017480137,480137,1,0,2,85,2520,20,1,2017,6,16,32,6,PANTHER CREEK PKWY,ELK GROVE LN,33.18923056,-96.7747,33,0,3,3,0,4,1,1,1,0
48,2017480138,480138,2,0,2,139,0,20,1,2017,6,12,30,3,SR-34,,32.27661667,-96.6704,12,2,8,1,0,1,1,1,1,0
48,2017480139,480139,2,0,2,201,3280,20,1,2017,6,1,31,1,I-10 EAST FWY,,29.77061111,-95.2221,12,1,1,1,0,1,3,5,1,1
48,2017480140,480140,1,1,1,439,2450,20,1,2017,6,4,19,1,I-35,,32.72601111,-97.3203,8,0,18,1,0,1,2,1,1,0
48,2017480141,480141,2,0,4,439,2450,20,1,2017,6,5,26,6,BEACH ST,,32.75924722,-97.2877,12,6,1,1,0,1,3,1,1,1
48,2017480142,480142,2,0,2,27,0,21,1,2017,7,4,56,1,I-35,,30.88616389,-97.5743,12,2,18,1,0,1,3,5,1,1
48,2017480143,480143,1,0,2,133,1330,21,1,2017,7,2,30,1,I-20,SR-206,32.3751,-99.0051,52,0,19,1,0,3,2,1,2,1
48,2017480144,480144,1,0,2,201,3280,21,1,2017,7,20,40,6,OREM DR,,29.62756944,-95.4463,33,0,1,1,0,3,2,2,1,1
48,2017480145,480145,2,0,2,391,0,21,1,2017,7,18,15,2,US-77,,28.26598056,-97.3094,12,6,8,1,0,1,2,1,1,0
48,2017480146,480146,1,0,3,25,0,22,1,2017,1,15,17,8,FM 888,,28.33617222,-97.7569,42,0,1,1,0,4,1,6,1,0
48,2017480147,480147,1,0,1,29,6090,22,1,2017,1,2,57,8,SL 1604,,29.56705556,-98.6533,24,0,1,1,0,10,3,10,1,1
48,2017480148,480148,1,1,1,201,3280,21,1,2017,7,23,0,6,HUMBLE WESTFIELD RD,CAVER AVE,30.00141111,-95.2937,8,0,3,2,0,1,2,99,1,0
48,2017480149,480149,2,0,5,201,3280,22,1,2017,1,16,25,6,HACKNEY ST,JEFFERSON ST,29.72954167,-95.3182,12,6,2,2,0,1,1,1,1,0
48,2017480150,480150,2,0,3,439,6485,22,1,2017,1,1,0,3,SR-114 NORTHWEST PKWY,,32.94355,-97.1178,12,2,18,1,0,1,3,1,2,0
48,2017480151,480151,1,1,1,29,6090,23,1,2017,2,2,43,7,I-10,,29.57238056,-98.5929,43,0,1,1,0,4,3,1,1,1
48,2017480152,480152,1,0,2,201,3280,23,1,2017,2,0,43,7,I-69 SOUTHWEST FREEWAY,,29.66378056,-95.5557,5,0,1,1,0,1,3,1,1,0
48,2017480153,480153,5,0,8,355,1550,23,1,2017,2,17,20,1,I-37,,27.85891667,-97.6073,12,1,1,1,0,1,1,10,1,0
48,2017480154,480154,2,0,3,481,0,23,1,2017,2,6,45,8,BU-59,,29.29143056,-96.1152,12,2,1,1,0,1,2,1,1,0
48,2017480155,480155,1,1,1,61,3030,24,1,2017,3,21,23,8,SP 206 TYLER AVENUE,,26.18955833,-97.7053,8,0,1,1,0,1,3,1,1,0
48,2017480156,480156,4,0,6,439,9997,24,1,2017,3,7,44,1,I-35W,,32.55923889,-97.319,12,1,1,1,0,1,1,1,1,0
48,2017480157,480157,1,1,1,439,2450,24,1,2017,3,15,21,6,ORANGE STREET,,32.70136111,-97.3519,8,0,1,1,0,1,1,1,1,0
48,2017480158,480158,1,1,2,491,2620,24,1,2017,3,7,43,6,PATRIOT WAY,,30.64209444,-97.615,9,0,1,1,0,2,9,1,1,0
48,2017480159,480159,1,0,3,21,0,25,1,2017,4,7,24,8,FM 2104,,30.09573056,-97.0806,38,0,1,1,0,5,1,1,3,0
48,2017480160,480160,1,1,1,439,2450,25,1,2017,4,6,25,3,SR-199 JACKSBORO HWY,,32.76515,-97.3513,9,0,1,1,0,1,6,1,1,0
48,2017480161,480161,1,1,1,201,3280,27,1,2017,6,2,52,8,FM 1093 WESTHEIMER RD,,29.73609722,-95.6007,8,0,1,1,0,1,3,1,1,0
48,2017480162,480162,2,0,3,439,2450,29,1,2017,1,0,5,6,BERRY STREET,STALCUP ROAD,32.70860556,-97.2379,12,6,2,2,0,1,3,1,1,1
48,2017480163,480163,2,1,2,113,1730,1,1,2017,1,5,48,1,I-30 RL THORNTON FREEWAY,,32.79213333,-96.7296,8,0,1,1,0,1,3,5,1,0
48,2017480164,480164,1,0,2,215,0,1,1,2017,1,8,32,8,FM 1423 VAL VERDE RD,,26.21259722,-98.0814,30,0,1,1,0,4,1,10,1,1
48,2017480165,480165,1,0,1,121,1840,6,1,2017,6,18,29,8,FM 2181 TEASLEY LN,,33.17956667,-97.1245,30,0,1,1,0,4,2,1,1,1
48,2017480166,480166,1,1,1,141,2190,6,1,2017,6,22,48,8,FM 659 ZARAGOZA,ROJAS,31.72729444,-106.3,8,0,3,2,0,1,3,1,1,0
48,2017480167,480167,2,0,2,317,0,9,1,2017,2,14,39,8,FM 829,CR-3100,32.2505,-101.913,12,6,2,2,0,1,1,1,1,0
48,2017480168,480168,1,1,0,113,2590,10,1,2017,3,7,42,6,GEORGETOWN DR,,32.86743889,-96.6189,8,0,1,1,0,1,1,1,1,0
48,2017480169,480169,2,0,5,113,4530,15,1,2017,1,19,30,1,I-635,,32.75340556,-96.6163,14,0,1,1,0,2,3,2,2,1
48,2017480170,480170,2,1,2,201,3280,17,1,2017,3,9,5,1,I-10 RAMP KATY FWY,,29.773125,-95.3675,12,1,20,1,0,1,1,2,1,0
48,2017480171,480171,3,0,5,113,1730,18,1,2017,4,18,3,6,GASTON AVE,,32.8114,-96.7301,12,8,1,1,0,1,3,10,1,0
48,2017480172,480172,1,1,1,215,4650,20,1,2017,6,6,40,8,BU-83 S,SAN ANTONIO AVE,26.21158056,-98.2976,8,0,3,3,0,1,2,1,1,0
48,2017480173,480173,2,0,6,453,0,20,1,2017,6,7,43,8,RM 1431,,30.52590278,-98.0925,12,8,1,1,0,1,1,1,1,0
48,2017480174,480174,1,1,2,469,0,20,1,2017,6,20,35,2,US-59,FM 1686,28.85107222,-96.8921,8,0,2,2,0,1,2,10,1,0
48,2017480175,480175,1,0,1,85,5530,21,1,2017,7,17,3,2,US-380 PRINCETON DR,,33.16298056,-96.4333,24,0,1,1,0,3,2,10,1,0
48,2017480176,480176,1,0,1,407,5410,21,1,2017,7,17,18,4,CR-BOAT LAUNCH RD,,30.74537222,-95.2098,5,0,1,1,0,1,1,10,1,1
48,2017480177,480177,1,1,1,355,1550,22,1,2017,1,20,16,2,US-181,,27.80840278,-97.3973,8,0,1,1,0,1,3,1,1,0
48,2017480178,480178,3,0,3,113,1730,23,1,2017,2,14,48,1,I-45 JULIUS SCHEPPS FWY,,32.67000278,-96.7336,12,2,1,1,0,1,1,1,1,0
48,2017480179,480179,1,1,1,113,2590,23,1,2017,2,7,2,7,I-30,BROADWAY BLVD,32.84023056,-96.5957,8,0,3,2,0,1,4,1,1,0
48,2017480180,480180,2,0,4,337,0,23,1,2017,2,15,30,6,OAK SHORES RD,,33.86296944,-97.6354,12,2,1,1,0,1,1,10,1,0
48,2017480181,480181,2,0,2,339,0,24,1,2017,3,13,10,8,FM 1485,,30.25566944,-95.3111,12,6,8,1,0,11,1,1,1,0
48,2017480182,480182,2,0,3,37,0,25,1,2017,4,8,32,2,US-59 STATE LINE AVENUE,,33.50808889,-94.0437,12,1,1,1,0,1,1,1,1,0
